title,summary,free,genre,installs,ratings,price,size,contentRating,reviews,released,adSupported,sale,score,similarApps,version
"Nigeria Dating Apps: Chat, Date & Meet New People","Nigerian Dating app, is a where Nigerian singles meet new people Chat & marriage",True,Dating,"100,000+",626.0,0.0,6.0M,Rated for 18+,505.0,"Nov 10, 2017",True,False,3.35,"['usdating.usasingles.nearbymeet', 'com.rometic.trulyafrican', 'de.gomarryme.app', 'com.spark.crosspaths', 'com.singlesaroundme.android']",2.3.2
Nigerian Food Recipes,Looking For What And how To Cook Nigerian Food You Don't Have To Worry We Get U,True,Food & Drink,"100,000+",1358.0,0.0,49M,Rated for 3+,840.0,"Aug 7, 2017",True,False,4.5474453,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cuisinedecheznous', 'com.dilstudio.cookingrecipes', 'com.cookware.asianrecipes']",3.7
All Nigerian Fashion,Get updates on amazing designs from all over Nigeria and the world,True,Lifestyle,"100,000+",513.0,0.0,7.1M,Rated for 3+,132.0,"Oct 6, 2015",True,False,4.4,,1.0
Arewa Fashion Styles,2019 New Fashion Styles.,True,Lifestyle,"100,000+",318.0,0.0,24M,Rated for 3+,100.0,"Jun 18, 2018",True,False,4.43,['com.sadiksalihu.tsarki'],5.9
Pastor Chris Digital Library,Mobile platform that let’s users access audio and video messages by Pastor Chris,True,Lifestyle,"100,000+",5454.0,0.0,12M,Rated for 3+,2740.0,"Apr 26, 2013",,False,4.606227,"['com.asish.onlinepc', 'com.geniustech.pastorchrisquotes', 'com.rhapsodyplus.readings', 'com.mobile.ltmlive', 'com.rhapsodyreader']",5.0.87
MEN AFRICAN FASHION 2020,"Get different latest African Men Fashion styles & design for Men, Kids & Couples",True,Lifestyle,"100,000+",863.0,0.0,7.8M,Rated for 3+,369.0,"Oct 28, 2017",True,False,4.24,,1.0
HOW TO TIE GELE (HEAD GEAR),This Mobile application shows step by step ways to tie different styles of Gele.,True,Lifestyle,"100,000+",1185.0,0.0,3.9M,Rated for 3+,462.0,"Apr 24, 2016",True,False,4.2689075,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.dapsonapps.latesttrendingafricanstylesforwomen']",1.2
Latest Aso Ebi Fashion Styles,Conventional Fabulous Aso Ebi Style For The Fashionista,True,Lifestyle,"100,000+",520.0,0.0,8.7M,Rated for 3+,97.0,"May 1, 2017",True,False,4.14,,1.0
Red Cheetah (Available only in hotspots in Lagos.),Red Cheetah is a lifestyle app that gives you access to a world of free Internet,True,Lifestyle,"100,000+",1315.0,0.0,14M,Rated for 3+,795.0,"Feb 25, 2018",True,False,3.2137403,"['com.ebot64.igbocalendar', 'fr.acinq.phoenix.mainnet', 'com.apusapps.theme.i_color_fade_f10559b829', 'com.lwallpaperseries.saintjudeprayers', 'com.catholicdailyreading']",3.3.17
Baba-Naija Lotto Results & Predictions,Install For Quickest Naija Lottery results,True,Lifestyle,"50,000+",1664.0,0.0,12M,Rated for 12+,905.0,"Nov 25, 2018",True,False,4.0903616000000005,,4.6
Yoruba Proverbs : Audio and Meanings - Òwe Yorùbá,"The only Yoruba proverbs app with offline audio, english translations & meanings",True,Lifestyle,"50,000+",3144.0,0.0,4.6M,Rated for 3+,1649.0,"May 21, 2020",True,False,4.55414,"['com.hdictionary.yo', 'en.yo.bestdict', 'com.pledge51.nigerianconstitution', 'com.hymnals.sourcecodings.cshymns', 'net.yorubabible.audiobible']",1.6
Hausa Quran AUDIO - Al Kur'ani MP3 in Hausa,Harshen Hausa Al Kur'ani (Holy Quran) - Audio + Rubutu. Quran in Hausa language,True,Lifestyle,"50,000+",229.0,0.0,4.0M,Rated for 12+,87.0,"May 31, 2018",True,False,4.44,"['com.sadiksalihu.littafinhisnulmuslim', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.sallah', 'com.sadiksalihu.tsarki', 'ru.omdevelopment.ref.quranhausa.free']",3.0
Gospel Praise & Worship,Listen to Gospel Praise and Worship daily. Praise the Lord your God.,True,Lifestyle,"50,000+",98.0,0.0,3.6M,Rated for 3+,24.0,"Apr 2, 2017",True,False,4.479592,,1.0
Nigeria Property Centre,Search for property for sale and rent with ease on Nigeria Property Centre (NPC),True,Lifestyle,"50,000+",749.0,0.0,2.6M,Rated for 3+,390.0,"May 31, 2016",,False,4.23,"['ng.com.propertypro.user', 'ae.propertyfinder.propertyfinder', 'com.kentae.market', 'com.homes.homesdotcom', 'com.aqarmap.android']",1.0.0
Nigerian Food Recipes 2020,All Nigeria Local Food Delicacy,True,Food & Drink,"100,000+",825.0,0.0,7.4M,Rated for 3+,474.0,"Jun 21, 2018",True,False,4.3,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cuisinedecheznous', 'com.cookware.ricerecipes', 'com.dilstudio.cookingrecipes']",1.4
Hausa Fashion Styles,Donwlosd Domin Samun Kala-Kala Na  Fashion Styles Na Al'adun Hausawa Na  Zamani,True,Lifestyle,"50,000+",206.0,0.0,38M,Rated for 3+,51.0,"Oct 2, 2017",True,False,4.4950495,"['com.sadiksalihu.littafinhisnulmuslim', 'com.sadiksalihu.tsarki', 'com.sadiksalihu.fassararlittafinkawaaidi']",2.3
Sheik Yahuza Bauchi Qira'a,Karatun al Kur'ani mai girma na alaramma Yahuza Bauchi. Sheik Yahuza Bauchi mp3,True,Lifestyle,"50,000+",284.0,0.0,3.4M,Rated for 3+,103.0,"Jan 25, 2017",True,False,4.42,['com.sadiksalihu.littafinhisnulmuslim'],3
How to Bake Small Chops,Contains step by step guide in baking different Small Chops for home & business.,True,Food & Drink,"50,000+",117.0,0.0,4.8M,Rated for 3+,62.0,"Jul 28, 2018",True,False,4.079208,"['com.eduven.cc.breads', 'com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.endless.cookierecipes', 'com.tost.gilles.frenchbreadrecipemaker']",1.0
Gele & Makeup Tutorials,Learn how to tie various styles of Gele & Makeup for all fashion lovers.,True,Lifestyle,"50,000+",319.0,0.0,4.8M,Rated for 3+,144.0,"Oct 12, 2016",True,False,3.81,,Varies with device
"JasparH - Meet new friends, Chat & Hangout","Meet new friends, chat and hangout with people around you",True,Social,"100,000+",194.0,0.0,89M,Rated for 18+,160.0,"Jan 3, 2019",,False,3.7,"['usdating.usasingles.nearbymeet', 'com.af.shuga', 'de.gomarryme.app', 'com.yourchristiandate', 'com.litalk.messager']",9.3.1
Date Nigerians,"A complete dating app  for Nigerians looking for date, love and wife",True,Dating,"50,000+",86.0,0.0,13M,Rated for 18+,44.0,"Jun 29, 2018",True,False,3.3255813,"['com.app.trueflutterdating', 'com.rometic.trulyafrican', 'com.matchmaker.melanin', 'usdating.usasingles.nearbymeet', 'com.powellscodelab.abanonya']",5.5.1
Nigeria Dating,Looking for Free Dating & Chat App? Connect with Nigeria Dating app to worldwide,True,Dating,"10,000+",319.0,0.0,12M,Rated for 18+,304.0,"Feb 17, 2020",True,False,4.5272727,"['usdating.usasingles.nearbymeet', 'de.gomarryme.app', 'com.rometic.trulyafrican', 'com.app.trueflutterdating', 'com.singlesaroundme.android']",3.8.1
Siffatus Salatun Nabiyyi Mp3 Part 1 - Sheikh Jafar,Wannan app yana dauke da Sharhin Siffatus Salatin Nabiyyi Offline na Sheik Jafar,True,Lifestyle,"10,000+",106.0,0.0,99M,Rated for 3+,49.0,"Sep 27, 2017",True,False,4.82,['com.sadiksalihu.sallah'],2.9
HASSADA CUTAR ZUCIYA MP3 SHEIKH ISAH PANTAMI,Saurari  Sheikh isah Ali Ibrahim Pantami Lecture mai suna hasada cutar zuciya,True,Lifestyle,"10,000+",92.0,0.0,45M,Rated for 3+,43.0,"Sep 22, 2017",True,False,4.75,,2.3
Karatun Sheikh Abdullahi  Abba Full Quran Mp3,Saurari  karatun alkur'ani mai girma daga bakin sheikh Abdullahi  Abba offline,True,Lifestyle,"10,000+",643.0,0.0,97M,Rated for 3+,416.0,"Aug 24, 2017",True,False,4.55,"['com.sadiksalihu.littafinhisnulmuslim', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.tsarki']",3.1
Fiqhu A Saukake - Fikhul Muyyasar,Fikhu A Sawwake,True,Lifestyle,"10,000+",79.0,0.0,3.8M,Rated for 3+,34.0,"Apr 9, 2019",True,False,4.6962028,"['com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.tsarki', 'com.sadiksalihu.littafinhisnulmuslim', 'com.hasbi', 'com.sadiksalihu.sallah']",3.7
Sheikh Aminu Daurawa - Sirrin Zaman Aure Mp3,Wannan app yana dauke da Mp3 na leccoci akan Sirrin Zaman Aure Sheikh daurawa,True,Lifestyle,"10,000+",43.0,0.0,90M,Rated for 3+,20.0,"Sep 19, 2017",True,False,4.697674299999999,,2.1
Azan Nigeria Prayer Times,"Azan Nigeria calculates prayer time in Nigeria , Ramadan Quran Qibla Adkar",True,Lifestyle,"50,000+",1493.0,0.0,12M,Rated for 3+,909.0,"Jan 19, 2018",True,False,4.5666666,"['azan.nigeria.prayer.time', 'com.igp.quran.prayer.times.qibla.azan', 'ma.mazdev.adanmuslim', 'com.imam.islamiccalendar', 'com.EaseApps.prayertimesfree']",1.2.9
Garkuwar Musulmi Ta Addu'o'i - Hisnul Muslim Hausa,Wannan application ne free offline  mai suna Garkuwar Musulmi Ta Addu'o'i,True,Lifestyle,"10,000+",167.0,0.0,4.4M,Rated for 3+,83.0,"Sep 18, 2017",True,False,4.82,"['com.sadiksalihu.littafinhisnulmuslim', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.sallah', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.tsarki']",3.2
Sheikh Kabiru Gombe - Manyan Lakcoci Guda 9,Wannan app yana dauke lekcoci daga Sheikh Kabiru Haruna Gombe,True,Lifestyle,"10,000+",75.0,0.0,98M,Rated for 3+,41.0,"Sep 29, 2017",True,False,4.653333,,3.1
Azan Nigeria Prayer Time,"Azan Nigeria Prayer Time calculates prayer times Nigeria , Quran Qibla Adkar...",True,Lifestyle,"10,000+",728.0,0.0,13M,Rated for 3+,442.0,"Apr 16, 2019",True,False,4.6732674,"['ma.prayer.time.nigeria', 'ma.mazdev.adanmuslim', 'prayer.time.azan.syria', 'azan.prayer.times.uae', 'com.athanow.prayer_times']",1.2.8
MAGANA JARI CE NA BIYU MP3,Saurari littafin magana jari ce  audio mp3 cikin sauti mai kyawun gaske,True,Lifestyle,"10,000+",106.0,0.0,46M,Rated for 3+,61.0,"Aug 11, 2017",True,False,4.66,,2.3
Rayuwar Annabi Muhammadu SAW & Sahabai & Matayensa,Wannan app yana dauke da Ingantaccen Tarihin Annabi Muhammadu (SAW),True,Lifestyle,"10,000+",94.0,0.0,8.8M,Rated for 3+,50.0,"Sep 18, 2017",True,False,4.489362,['com.sadiksalihu.littafinhisnulmuslim'],2.9
Soyayya Da Aure,Domin inganta rayuwar miji da mata ko masoya ta hanyoyin yau da gobe. So da dadi,True,Lifestyle,"10,000+",132.0,0.0,5.2M,Rated for 3+,58.0,"Oct 16, 2017",True,False,4.633662999999999,"['com.sadiksalihu.tsarki', 'com.sadiksalihu.sallah', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.littafinhisnulmuslim']",6.9
Synopsis of Odu Oracle IFA Orunmila Tool for Dafa,"Access the IFA treaty, Save your patients' consultations",True,Lifestyle,"10,000+",143.0,0.0,10M,Rated for 3+,70.0,"Oct 15, 2019",True,False,4.37,"['eha.activity_ti_pro', 'com.movotech.ifaoma', 'com.movotech.ifaomademo', 'com.julioeduardo.trechoslivroespiritos', 'com.movotech.asheiredemo']",1.0.1
Abincin Hausawa (Hausa Recipe),Koyi yadda zaka/ki Girka Abincin Hausawa Kala Daban-Daban Cikin Sauki,True,Food & Drink,"10,000+",202.0,0.0,16M,Rated for 3+,100.0,"Aug 7, 2017",True,False,4.37,['com.sadiksalihu.tsarki'],4.3
Khadijah Adamu - Domin Iyali,"Wannan app yana dauke da lakcoci masu taken "" Domin Iyali "" By Mal Khadija Adamu",True,Lifestyle,"10,000+",100.0,0.0,62M,Rated for 3+,47.0,"Sep 23, 2017",True,False,4.4,['com.sadiksalihu.littafinhisnulmuslim'],2.9
HOW TO MAKE NIGERIAN FOOD,Great Tutorials On Nigerian Soup,True,Food & Drink,"10,000+",98.0,0.0,8.2M,Rated for 3+,58.0,"Jan 18, 2019",True,False,4.4693875,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cafejavas', 'com.dilstudio.cookingrecipes', 'com.cookware.ricerecipes']",1.1
Sheikh AbdulRazaq Yahaya Haifan - Manyan Lectures,Wannan app yana dauke da  lakcoci daga Sheikh AbdulRazaq Yahya Haifan,True,Lifestyle,"10,000+",62.0,0.0,65M,Rated for 3+,25.0,"Sep 23, 2017",True,False,4.451613,,2.9
Alaramma Kalarawi Kano Mp3,Malam Kalarawi Kano Mp3,True,Lifestyle,"10,000+",35.0,0.0,36M,Rated for 3+,7.0,"Sep 24, 2017",True,False,4.457143,,1.0
Nigerian Banks Ussd & Money Transfer Codes (Spoma),Money Transfer and Banking Codes For all Nigerian Banks (2018 & 2019),True,Lifestyle,"10,000+",40.0,0.0,2.7M,Rated for 3+,16.0,"Sep 30, 2018",True,False,4.325,"['com.ifs.banking.fiid3605', 'cn.museedu.bibleyoruba', 'com.interswitchng.www', 'com.stanbicibtc.mobile', 'com.pledge51.nigerianconstitution']",2.0
African Men clothing designs 2020,Find Latest African clothing design and style for men here!,True,Lifestyle,"50,000+",99.0,0.0,8.3M,Rated for 3+,33.0,"Oct 11, 2017",True,False,4.282828299999999,,3.0.0
Kalaman Soyayya Audio 1,Sabon App na kalaman soyayya audio cikin harshen hausa domin jin dadinku,True,Dating,"10,000+",97.0,0.0,27M,Rated for 3+,38.0,"Apr 1, 2020",True,False,4.412371,"['com.sadiksalihu.littafinhisnulmuslim', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.tsarki', 'com.saifmanstudio.TuranciASaukake', 'com.sadiksalihu.sallah']",15
Hausa Fashion Design Ideas,Best & Latest Hausa Fashion Styles are Now Available Here!,True,Lifestyle,"10,000+",16.0,0.0,20M,Rated for 3+,6.0,"Feb 9, 2019",True,False,4.4375,['com.puremath.furtherdifferentiation'],9.0.5
Nigeria Fashion Styles 2019,"With Nigerian fashion styles, you get the latest and trendy designs from Africa",True,Lifestyle,"10,000+",41.0,0.0,3.3M,Rated for 3+,18.0,"Jun 20, 2017",True,False,4.3170733,['me.mirron'],1.0
Darajarki Girkinki,Ku karanta yanda xakuyi girke girken zamani iri daban daban.,True,Food & Drink,"10,000+",16.0,0.0,3.7M,Rated for 3+,7.0,"Nov 8, 2018",True,False,4.25,,1.1
Nigerian Men Fashion Styles,"Features Classy, Gorgeous and Trending Nigerian Men Fashion Style collections.",True,Lifestyle,"50,000+",68.0,0.0,6.2M,Rated for 3+,23.0,"Jan 26, 2019",True,False,4.3235292,,5.10.0
African Men Cloth Fashion,Best & Latest African Men Clothing Fashion are Now Available Here!,True,Lifestyle,"10,000+",43.0,0.0,16M,Rated for 3+,20.0,"Feb 16, 2019",True,False,4.2325583,,11.0.5
Nigerian Gospel songs,Listen to Soul Lifting gospel music from top Nigerian gospel Artist.,True,Lifestyle,"10,000+",41.0,0.0,3.7M,Rated for 3+,11.0,"Apr 13, 2017",True,False,4.1463413000000005,,1.0
Nigerian Food,Get all the latest Idea about how to cook various Naija Indigenous food & soup,True,Food & Drink,"10,000+",78.0,0.0,3.8M,Rated for 3+,26.0,"Feb 12, 2016",True,False,4.1666665,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cuisinedecheznous', 'com.dilstudio.cookingrecipes', 'com.cookware.ricerecipes']",1.0.1.2
Tarihin Kasar Hausa,Tarin Kafuwar Kasar Hausa Da Mutanen Da suka Kafa daular Hausa A Fadin Kasa..,True,Lifestyle,"10,000+",35.0,0.0,4.2M,Rated for 3+,18.0,"Aug 21, 2018",True,False,4.142857,"['en.ha.bestdict', 'com.sadiksalihu.tsarki', 'com.naij.hausa', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa']",4.3
Kayan Mata & Maganin Karfin Maza,Application Mai dauke Da Magunguna Daban Daban.,True,Dating,"10,000+",67.0,0.0,7.5M,Rated for 3+,34.0,"Sep 3, 2019",True,False,4.2089553,"['com.sadiksalihu.tsarki', 'com.saifmanstudio.TuranciASaukake', 'com.sadiksalihu.littafinhisnulmuslim', 'en.ha.bestdict']",7.0
How to Cook Nigerian Soup,"Cooking of healthy, natural and delicious soups is a common tradition in Nigeria",True,Food & Drink,"10,000+",119.0,0.0,4.4M,Rated for 3+,73.0,"May 21, 2019",True,False,4.21,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cuisinedecheznous', 'com.eduven.cc.african', 'com.eduven.cc.breads']",1.1
Nigerian Soup Recipes,Learn to cook all Nigerian Soup Using the Nigerian Soup Applications,True,Food & Drink,"10,000+",34.0,0.0,4.1M,Rated for 3+,10.0,"Aug 30, 2016",True,False,4.0588236,"['com.exolvemedia.naijarecipes', 'com.dilstudio.cookingrecipes', 'com.dilstudio.casserolerecipes', 'com.cookware.souprecipes', 'com.endless.souprecipe']",1.0
Arewa Fashion Dresses Styles,Features classic lovely Hausa Fashion with options of clours and designs styles.,True,Lifestyle,"10,000+",57.0,0.0,6.4M,Rated for 3+,17.0,"Jan 11, 2020",True,False,4.035087600000001,,6.1.0
Littafin Koyon Girki - Mu Koyi Abinci,Littafin Koyon Girke-Girke kaloli daban daban,True,Food & Drink,"10,000+",47.0,0.0,6.1M,Rated for 3+,20.0,"Jul 5, 2019",True,False,3.9148936,,9.2
Propertypro.ng Nigeria Property Listings,Search properties for rent and for sale on Nigeria leading real estate platform,True,House & Home,"10,000+",104.0,0.0,2.6M,Rated for 3+,67.0,"Nov 24, 2017",,False,3.87,"['com.nigeriapropertycentre.app', 'com.millionairemind.realestateinvestingforbeginners', 'com.aqarmap.android', 'ae.propertyfinder.propertyfinder', 'com.mobilerealtyapps.homespotter']",1.0
Propertypro.ng Nigeria Property Listings,Search properties for rent and for sale on Nigeria leading real estate platform,True,House & Home,"10,000+",104.0,0.0,2.6M,Rated for 3+,67.0,"Nov 24, 2017",,False,3.87,"['com.nigeriapropertycentre.app', 'com.millionairemind.realestateinvestingforbeginners', 'com.aqarmap.android', 'ae.propertyfinder.propertyfinder', 'com.mobilerealtyapps.homespotter']",1.0
Samfuran Kalaman Soyayya,Samfuran Kalaman soyayya da dumi duminsu,True,Lifestyle,"10,000+",38.0,0.0,3.4M,Rated for 3+,12.0,"Jan 13, 2019",True,False,4.0789475,"['com.sadiksalihu.tsarki', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa']",6.3
Nigerian Dishes,This app gives you step by step breakdown on how to prepare most Nigerian recipe,True,Food & Drink,"10,000+",42.0,0.0,5.8M,Rated for 3+,22.0,"Jun 24, 2018",True,False,3.952381,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex']",1.0
Browse CAC - Android,Get Access to CAC Nigeria portal on your android device with easy navigations...,True,Lifestyle,"10,000+",104.0,0.0,7.7M,Rated for 3+,44.0,"Nov 19, 2019",True,False,3.8,"['com.pledge51.nigerianconstitution', 'com.oritstudios.cacgo', 'ng.bankly.bankly.agent', 'cn.museedu.bibleyoruba', 'nigerian.systemsbase.newspapers.newspaper']",9.1
Date9ja.com - Nigerian Dating App,The Nigerian Dating Site For Busy Professionals,True,Dating,"10,000+",34.0,0.0,2.7M,Rated for 18+,24.0,"May 14, 2019",True,False,3.4117646,"['usdating.usasingles.nearbymeet', 'com.rometic.trulyafrican', 'com.app.trueflutterdating', 'com.matchmaker.melanin', 'com.yourchristiandate']",1.0.0
HookUp,Hook Up is an online dating app that helps fantasy becomes reality,True,Dating,"10,000+",31.0,0.0,5.3M,Rated for 18+,16.0,"Dec 14, 2018",True,False,3.6451614,"['usdating.usasingles.nearbymeet', 'com.singlesaroundme.android', 'com.improverllc.meetly', 'com.dateolicious.android', 'com.spark.crosspaths']",1.1
"Swingtap Dating App - Meet New People, Date & Love","Meet amazing new people nearby, get a perfect match and chat!",True,Dating,"10,000+",72.0,0.0,13M,Rated for 18+,59.0,"Jan 13, 2020",True,False,3.1666667,"['usdating.usasingles.nearbymeet', 'com.yourchristiandate', 'com.matchmaker.melanin']",4.0.2
Littafin Iliya Dan Maikarfi Mp3,Littafin Iliya Dan Maikarfi mp3,True,Lifestyle,"5,000+",20.0,0.0,25M,Rated for 3+,6.0,"Sep 24, 2017",True,False,4.95,"['com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.littafinhisnulmuslim', 'com.sadiksalihu.tsarki']",1.0
Sheikh Isah Ali Pantami - Lakcoci 5 akan Qiyama,Wannan app yana dauke da Lakcoci 5 masu magana akan Qiyama By Sheikh Pantami,True,Lifestyle,"5,000+",45.0,0.0,87M,Rated for 3+,24.0,"Sep 22, 2017",True,False,4.911111,,2.8
Sheikh Ali Pantami -Bayani akan Janaba Haila Biki,"Wannan app yana dauke da lakcoci akan hukuncin Janaba Haila Biki Nifaas, da Cuta",True,Lifestyle,"5,000+",36.0,0.0,51M,Rated for 3+,18.0,"Sep 22, 2017",True,False,4.861111,,2.8
Mallakar Miji a Musulunce ta Hanyoyi 40 na Mal KHG,Hanyoyi 40 na Mallakar Miji a Musulunchi MP3 na Malam Muhmmd Kabiru Haruna Gombe,True,Lifestyle,"10,000+",16.0,0.0,14M,Rated for 3+,7.0,"Sep 24, 2017",True,False,4.875,['com.sadiksalihu.littafinhisnulmuslim'],1.0
Harshenka Alkalinka na Malam Aminu Ibrahim Daurawa,Harshenka Alkalinka na Malam Aminu Ibrahim Daurawa mp3 offline,True,Lifestyle,"10,000+",33.0,0.0,63M,Rated for 3+,13.0,"Sep 25, 2017",True,False,4.6363635,['com.sadiksalihu.fassararlittafinahdhari'],1.0
Littatafin Ruwan Bagaja Audio Mp3,Saurari littafin ruwan bagaja audio mp3 mai dauke da sauti mai kyau,True,Lifestyle,"5,000+",68.0,0.0,47M,Rated for 3+,34.0,"Aug 23, 2017",True,False,4.7941175000000005,,2.4
Sheikh Albani Zaria - Wa Yakashe Sheikh Jafar,Wannan app yana dauke da lekcoci masu taken WA YAKASHE SHEIKH JA'AFAR (Rah.),True,Lifestyle,"10,000+",45.0,0.0,53M,Rated for 3+,22.0,"Sep 22, 2017",True,False,4.4666667,,2.8
Dunamis  Gospel Centre,A power packed app for your daily spiritual work with the Lord.,True,Lifestyle,"5,000+",61.0,0.0,24M,Rated for 3+,30.0,"Jul 26, 2017",,False,4.655738,"['com.photoxor.saints', 'com.universalis.android.calendar', 'com.cantcha.imissal', 'com.petalloids.mycampus.lite', 'com.obtech.missalfornigeria']",1.0
